time,solve_time,solver_iterations,min_slack,solver_success,critical_constraint_name,nominal_cost,barrier_cost,total_cost
1.6,0.0028274690012040082,7,0.00011755368364363417,True,cbf_obstacle_8,0.4666228733398986,0.0011193716994640321,0.4677422450393626
1.61,0.002271656001539668,5,0.00011785258698146506,True,cbf_obstacle_8,0.4644921847591936,0.0011304858780453013,0.46562267063723894
1.62,0.0027789900013885926,7,0.00011817218357113024,True,cbf_obstacle_8,0.46218177965645907,0.0011421694279584488,0.46332394908441754
1.6300000000000001,0.002840859000571072,7,0.00011851697969744723,True,cbf_obstacle_8,0.4596598687457819,0.001154472130739915,0.46081434087652184
1.6400000000000001,0.0025336030012113042,6,0.00011889281729082768,True,cbf_obstacle_8,0.45688763900076024,0.0011674465501006885,0.45805508555086094
1.6500000000000001,0.003166384998621652,9,0.0001192923818547631,True,cbf_obstacle_8,0.4539282866245649,0.001181182825971493,0.45510946945053643
1.6600000000000001,0.0030173169980116654,8,0.00011970816257761419,True,cbf_obstacle_8,0.45084214366363445,0.0011958040559349589,0.4520379477195694
1.67,0.0029764680002699606,7,0.00012014859909426079,True,cbf_obstacle_8,0.447572485683331,0.0012114371110436045,0.4487839227943746
1.68,0.0027390699979150668,6,0.00012060578014047585,True,cbf_obstacle_8,0.44418317514531186,0.0012282775816175838,0.44541145272692945
1.69,0.002577502000349341,6,0.00012108011998818169,True,cbf_obstacle_8,0.44067759202992224,0.0012465610691670477,0.4419241530990893
1.7,0.0029825479978171643,7,0.00012157716840782706,True,cbf_obstacle_8,0.43702025142103984,0.0012665881251467403,0.4382868395461866
1.71,0.0028559489983308595,6,0.00012209797644668896,True,cbf_obstacle_8,0.43321191524143576,0.0012888030726494269,0.4345007183140852
1.72,0.00289612799679162,7,0.0001226440487556435,True,cbf_obstacle_8,0.42925104235626765,0.0013138626771121405,0.4305649050333798
1.73,0.002848259002348641,7,0.00012322160933356252,True,cbf_obstacle_8,0.4251048312765995,0.0013427799339630587,0.4264476112105625
1.74,0.0029120780018274672,7,0.00012383352470746178,True,cbf_obstacle_8,0.4207738972445262,0.0013772988880679706,0.42215119613259416
1.75,0.002592070999526186,6,0.00012447985202226897,True,cbf_obstacle_8,0.4162891738788973,0.0014206582068184252,0.4177098320857157
1.76,0.003255184001318412,9,0.0001251766299512902,True,cbf_obstacle_8,0.4116253993326615,0.00147898993153518,0.4131043892641967
1.77,0.002243756000098074,5,0.0001259526466924621,True,cbf_obstacle_8,0.4068470394720624,0.0015586594926689404,0.40840569896473133
1.78,0.002680870999029139,7,0.0001268492740938154,True,cbf_obstacle_8,0.4020211838995461,0.0016380877329512,0.4036592716324973
1.79,0.003340562998346286,8,0.00012779420392514118,True,cbf_obstacle_8,0.3973670056266371,0.0016926583437264974,0.39905966397036363
1.8,0.0032481540001754183,8,0.00012873696398310597,True,cbf_obstacle_8,0.39291432684161837,0.001729651857992008,0.3946439786996104
1.81,0.003741479002201231,10,0.00012966175210410436,True,cbf_obstacle_8,0.3886661049000304,0.001756910990183266,0.39042301589021366
1.82,0.004106005999346962,11,0.00013055911301018686,True,cbf_obstacle_8,0.3846445308147,0.0017783980596243617,0.3864229288743244
1.83,0.0039189669987536035,10,0.00013143610867161204,True,cbf_obstacle_8,0.38078903509270995,0.00179613425260747,0.38258516934531744
1.84,0.004856546998780686,13,0.00013228356464725644,True,cbf_obstacle_8,0.37714171393095003,0.0018113222190352198,0.37895303614998527
1.85,0.003876737999235047,10,0.0001331052790081999,True,cbf_obstacle_8,0.373670242505484,0.0018246791662256821,0.37549492167170967
1.86,0.0035937909997301176,9,0.00013413765764122565,True,cbf_obstacle_8,0.3689537181266725,0.001835315039679508,0.370789033166352
1.87,0.0033761129998310935,8,0.00013508192473662972,True,cbf_obstacle_8,0.36480848245223935,0.0018453726446137069,0.36665385509685305
1.8800000000000001,0.003968347002228256,10,0.00013596094683035465,True,cbf_obstacle_8,0.3610718389222006,0.001854888623148647,0.36292672754534927
1.8900000000000001,0.0038981479992798995,10,0.0001368034698713827,True,cbf_obstacle_8,0.3575655952518361,0.0018639025307285652,0.35942949778256467
1.9000000000000001,0.003928887002984993,10,0.00013762903138650473,True,cbf_obstacle_8,0.35417196685191177,0.0018724363295369148,0.3560444031814487
1.9100000000000001,0.003945776999898953,10,0.00013842914431244635,True,cbf_obstacle_8,0.3509328446928862,0.0018806543386195795,0.3528134990315058
1.92,0.003906277001078706,10,0.00013926620347537444,True,cbf_obstacle_8,0.3475114163456311,0.0018883867384749495,0.34939980308410606
1.93,0.003950827001972357,10,0.00013967087858174354,True,cbf_obstacle_8,0.34543968183597884,0.0018968613080513521,0.3473365431440302
1.94,0.003937277000659378,10,0.00014028492480971932,True,cbf_obstacle_8,0.3431262193024009,0.0019052403719717812,0.34503145967437265
1.95,0.004014615999039961,10,0.00014087582841823543,True,cbf_obstacle_8,0.34091835665903475,0.0019136043617812844,0.34283196102081603
1.96,0.0041756540013011545,11,0.00014144493259862778,True,cbf_obstacle_8,0.33880420010496703,0.0019220172491835107,0.34072621735415054
1.97,0.0036421810000319965,9,0.00014199188742930469,True,cbf_obstacle_8,0.3367829532132151,0.0019305450251802245,0.3387134982383953
1.98,0.003761509000469232,9,0.00014251803112141914,True,cbf_obstacle_8,0.33484676764412963,0.0019392501120851211,0.33678601775621475
1.99,0.003662719998828834,9,0.00014302318389355917,True,cbf_obstacle_8,0.3329908541667903,0.0019481996487245737,0.33493905381551486
2.0,0.0036436699992918875,9,0.0001435082564519019,True,cbf_obstacle_8,0.3312110288720292,0.0019574661254856975,0.3331684949975149
2.0100000000000002,0.003633849999459926,9,0.00014397261909451786,True,cbf_obstacle_8,0.3295045220603874,0.001967127076745941,0.33147164913713334
2.02,0.0035274919973744545,9,0.0001444180839100806,True,cbf_obstacle_8,0.3278635519227853,0.001977262074698456,0.3298408139974838
2.0300000000000002,0.0035748510017583612,9,0.00014484427830105395,True,cbf_obstacle_8,0.32628710128602373,0.001987966140669444,0.32827506742669316
2.04,0.0035604709992185235,9,0.00014525182252814184,True,cbf_obstacle_8,0.32477005961802546,0.0019993422205433734,0.32676940183856884
2.05,0.003558740998414578,9,0.00014564116737530997,True,cbf_obstacle_8,0.3233088336110933,0.0020114985915124384,0.32532033220260576
2.06,0.0035261309967609122,9,0.00014601212662364305,True,cbf_obstacle_8,0.3219010248611831,0.0020245532662112493,0.32392557812739436
2.07,0.003725779999513179,9,0.00014636609798347744,True,cbf_obstacle_8,0.320540483430513,0.0020386149888911935,0.3225790984194042
2.08,0.003656079999927897,9,0.0001467021405682778,True,cbf_obstacle_8,0.3192297374126613,0.0020537692625081077,0.3212835066751694
2.09,0.0036075999996683095,9,0.00014702151818003772,True,cbf_obstacle_8,0.31796239679150684,0.0020700390220049518,0.3200324358135118
2.1,0.0035832809990097303,9,0.00014732380131418643,True,cbf_obstacle_8,0.31673875302366356,0.002087338542191088,0.3188260915658546
2.11,0.0035669210010382812,9,0.0001476091742371871,True,cbf_obstacle_8,0.31555772770896123,0.002105421731924392,0.31766314944088564
